generation,set_name,card_name,pokemon_id,pokemon_name,card_number,set_size,price,rarity,img,update
Karmesin & Purpur,Maskerade im Zwielicht,Sonnflora,192,0192 Sonnflora,169,167,2.9,Illustration Rare,./img/MaskeradeimZwielicht_169_Sonnflora.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Pinsir,127,0127 Pinsir,168,167,6.5,Illustration Rare,./img/MaskeradeimZwielicht_168_Pinsir.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Furienblitz-ex,1021,1021 Furienblitz,208,162,59.0,Special Illustration Rare,./img/GewaltenderZeit_208_Furienblitz-ex.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Eisenfels-ex,1022,1022 Eisenfels,207,162,20.0,Special Illustration Rare,./img/GewaltenderZeit_207_Eisenfels-ex.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Eisenhaupt-ex,1023,1023 Eisenhaupt,206,162,41.99,Special Illustration Rare,./img/GewaltenderZeit_206_Eisenhaupt-ex.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Windewoge-ex,1009,1009 Windewoge,205,162,31.99,Special Illustration Rare,./img/GewaltenderZeit_205_Windewoge-ex.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Keilflamme-ex,1020,1020 Keilflamme,204,162,35.99,Special Illustration Rare,./img/GewaltenderZeit_204_Keilflamme-ex.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Eisenblatt-ex,1010,1010 Eisenblatt,203,162,29.89,Special Illustration Rare,./img/GewaltenderZeit_203_Eisenblatt-ex.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Sen-Long,780,0780 Sen-Long,184,162,6.0,Illustration Rare,./img/GewaltenderZeit_184_Sen-Long.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Chillabell,573,0573 Chillabell,183,162,6.44,Illustration Rare,./img/GewaltenderZeit_183_Chillabell.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Picochilla,572,0572 Picochilla,182,162,4.79,Illustration Rare,./img/GewaltenderZeit_182_Picochilla.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Plaudagei,441,0441 Plaudagei,181,162,5.0,Illustration Rare,./img/GewaltenderZeit_181_Plaudagei.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Schlurp,108,0108 Schlurp,180,162,7.95,Illustration Rare,./img/GewaltenderZeit_180_Schlurp.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Meltan,808,0808 Meltan,179,162,3.1,Illustration Rare,./img/GewaltenderZeit_179_Meltan.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Metagross,376,0376 Metagross,178,162,13.25,Illustration Rare,./img/GewaltenderZeit_178_Metagross.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Nebulak,92,0092 Nebulak,177,162,25.0,Illustration Rare,./img/GewaltenderZeit_177_Nebulak.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Arbok,24,0024 Arbok,176,162,10.79,Illustration Rare,./img/GewaltenderZeit_176_Arbok.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Pampross,750,0750 Pampross,175,162,3.9,Illustration Rare,./img/GewaltenderZeit_175_Pampross.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Stalobor,530,0530 Stalobor,174,162,4.4,Illustration Rare,./img/GewaltenderZeit_174_Stalobor.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Relicanth,369,0369 Relicanth,173,162,3.9,Illustration Rare,./img/GewaltenderZeit_173_Relicanth.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Wommel,742,0742 Wommel,172,162,2.49,Illustration Rare,./img/GewaltenderZeit_172_Wommel.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Zytomega,579,0579 Zytomega,171,162,5.5,Illustration Rare,./img/GewaltenderZeit_171_Zytomega.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Bronzel,436,0436 Bronzel,170,162,3.0,Illustration Rare,./img/GewaltenderZeit_170_Bronzel.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Akkup,737,0737 Akkup,169,162,2.5,Illustration Rare,./img/GewaltenderZeit_169_Akkup.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Snomnom,872,0872 Snomnom,168,162,4.3,Illustration Rare,./img/GewaltenderZeit_168_Snomnom.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Flamiau,725,0725 Flamiau,167,162,8.7,Illustration Rare,./img/GewaltenderZeit_167_Flamiau.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Kronjuwild,586,0586 Kronjuwild,166,162,18.9,Illustration Rare,./img/GewaltenderZeit_166_Kronjuwild.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Sesokitz,585,0585 Sesokitz,165,162,14.0,Illustration Rare,./img/GewaltenderZeit_165_Sesokitz.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Chelcarain,388,0388 Chelcarain,164,162,6.25,Illustration Rare,./img/GewaltenderZeit_164_Chelcarain.png,26.10.2025
Karmesin & Purpur,Gewalten der Zeit,Tengulist,275,0275 Tengulist,163,162,6.2,Illustration Rare,./img/GewaltenderZeit_163_Tengulist.png,26.10.2025
Karmesin & Purpur,Paldeas Schicksale,Glurak-ex,6,0006 Glurak,234,91,224.99,Special Illustration Rare,./img/PaldeasSchicksale_234_Glurak-ex.png,26.10.2025
Karmesin & Purpur,Paldeas Schicksale,Guardevoir-ex,282,0282 Guardevoir,233,91,100.0,Special Illustration Rare,./img/PaldeasSchicksale_233_Guardevoir-ex.png,26.10.2025
Karmesin & Purpur,Paldeas Schicksale,Mew-ex,151,0151 Mew,232,91,420.0,Special Illustration Rare,./img/PaldeasSchicksale_232_Mew-ex.png,26.10.2025
Karmesin & Purpur,Paldeas Schicksale,Pamo,921,0921 Pamo,226,91,0.89,Illustration Rare,./img/PaldeasSchicksale_226_Pamo.png,26.10.2025
Karmesin & Purpur,Paldeas Schicksale,Delfinator,964,0964 Delfinator,225,91,0.39,Illustration Rare,./img/PaldeasSchicksale_225_Delfinator.png,26.10.2025
Karmesin & Purpur,Paldeas Schicksale,Schligdri,961,0961 Schligdri,224,91,0.6,Illustration Rare,./img/PaldeasSchicksale_224_Schligdri.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Altaria-ex,334,0334 Altaria,253,182,46.0,Special Illustration Rare,./img/ParadoxRift_253_Altaria-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Monetigo-ex,1000,1000 Monetigo,252,182,26.0,Special Illustration Rare,./img/ParadoxRift_252_Monetigo-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Donnersichel-ex,1005,1005 Donnersichel,251,182,40.0,Special Illustration Rare,./img/ParadoxRift_251_Donnersichel-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Sandfell-ex,989,0989 Sandfell,250,182,7.5,Special Illustration Rare,./img/ParadoxRift_250_Sandfell-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Eisenkrieger-ex,1006,1006 Eisenkrieger,249,182,21.49,Special Illustration Rare,./img/ParadoxRift_249_Eisenkrieger-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Eisenhand-ex,992,0992 Eisenhand,248,182,12.0,Special Illustration Rare,./img/ParadoxRift_248_Eisenhand-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Kapu-Riki-ex,785,0785 Kapu-Riki,247,182,13.0,Special Illustration Rare,./img/ParadoxRift_247_Kapu-Riki-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Tectass-ex,768,0768 Tectass,246,182,15.0,Special Illustration Rare,./img/ParadoxRift_246_Tectass-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Knakrack-ex,445,0445 Knakrack,245,182,24.5,Special Illustration Rare,./img/ParadoxRift_245_Knakrack-ex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Eisenhals,993,0993 Eisenhals,216,182,3.49,Illustration Rare,./img/ParadoxRift_216_Eisenhals.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Mopex,967,0967 Mopex,215,182,3.0,Illustration Rare,./img/ParadoxRift_215_Mopex.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Porygon-Z,474,0474 Porygon-Z,214,182,3.8,Illustration Rare,./img/ParadoxRift_214_Porygon-Z.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Wablu,333,0333 Wablu,213,182,9.5,Illustration Rare,./img/ParadoxRift_213_Wablu.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Krakeelo,294,0294 Krakeelo,212,182,6.8,Illustration Rare,./img/ParadoxRift_212_Krakeelo.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Griffel,190,0190 Griffel,211,182,5.99,Illustration Rare,./img/ParadoxRift_211_Griffel.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Durengard,681,0681 Durengard,210,182,3.5,Illustration Rare,./img/ParadoxRift_210_Durengard.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Tentantel,598,0598 Tentantel,209,182,3.5,Illustration Rare,./img/ParadoxRift_209_Tentantel.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Stahlos,208,0208 Stahlos,208,182,20.88,Illustration Rare,./img/ParadoxRift_208_Stahlos.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Wutpilz,986,0986 Wutpilz,207,182,8.0,Illustration Rare,./img/ParadoxRift_207_Wutpilz.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Morpeko,877,0877 Morpeko,206,182,15.9,Illustration Rare,./img/ParadoxRift_206_Morpeko.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Yveltal,717,0717 Yveltal,205,182,13.0,Illustration Rare,./img/ParadoxRift_205_Yveltal.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Deponitox,569,0569 Deponitox,204,182,4.99,Illustration Rare,./img/ParadoxRift_204_Deponitox.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Kriechflügel,988,0988 Kriechflügel,203,182,3.0,Illustration Rare,./img/ParadoxRift_203_Kriechflügel.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Saltigant,934,0934 Saltigant,202,182,2.0,Illustration Rare,./img/ParadoxRift_202_Saltigant.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Meteno,774,0774 Meteno,201,182,5.69,Illustration Rare,./img/ParadoxRift_201_Meteno.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Wie-Shu,620,0620 Wie-Shu,200,182,6.0,Illustration Rare,./img/ParadoxRift_200_Wie-Shu.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Groudon,383,0383 Groudon,199,182,62.5,Illustration Rare,./img/ParadoxRift_199_Groudon.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Gierspenst,999,0999 Gierspenst,198,182,7.7,Illustration Rare,./img/ParadoxRift_198_Gierspenst.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Psiopatra,956,0956 Psiopatra,197,182,4.5,Illustration Rare,./img/ParadoxRift_197_Psiopatra.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Wattzapf,595,0595 Wattzapf,196,182,5.8,Illustration Rare,./img/ParadoxRift_196_Wattzapf.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Elezeba,522,0522 Elezeba,195,182,4.45,Illustration Rare,./img/ParadoxRift_195_Elezeba.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Minun,312,0312 Minun,194,182,16.0,Illustration Rare,./img/ParadoxRift_194_Minun.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Plusle,311,0311 Plusle,193,182,15.99,Illustration Rare,./img/ParadoxRift_193_Plusle.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Agiluza,976,0976 Agiluza,192,182,3.89,Illustration Rare,./img/ParadoxRift_192_Agiluza.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Reißlaus,767,0767 Reißlaus,191,182,4.19,Illustration Rare,./img/ParadoxRift_191_Reißlaus.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Gelatroppo,583,0583 Gelatroppo,190,182,6.2,Illustration Rare,./img/ParadoxRift_190_Gelatroppo.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Mantirps,458,0458 Mantirps,189,182,9.95,Illustration Rare,./img/ParadoxRift_189_Mantirps.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Schneppke,361,0361 Schneppke,188,182,6.3,Illustration Rare,./img/ParadoxRift_188_Schneppke.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Eisenfalter,994,0994 Eisenfalter,187,182,3.8,Illustration Rare,./img/ParadoxRift_187_Eisenfalter.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Magby,240,0240 Magby,186,182,9.5,Illustration Rare,./img/ParadoxRift_186_Magby.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Tenterra,949,0949 Tenterra,185,182,4.95,Illustration Rare,./img/ParadoxRift_185_Tenterra.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Keradar,825,0825 Keradar,184,182,1.5,Illustration Rare,./img/ParadoxRift_184_Keradar.png,26.10.2025
Karmesin & Purpur,Paradox Rift,Castellith,558,0558 Castellith,183,182,2.3,Illustration Rare,./img/ParadoxRift_183_Castellith.png,26.10.2025
Karmesin & Purpur,151,Zapdos-ex,145,0145 Zapdos,202,165,74.9,Special Illustration Rare,./img/151_202_Zapdos-ex.png,26.10.2025
Karmesin & Purpur,151,Simsala-ex,65,0065 Simsala,201,165,47.9,Special Illustration Rare,./img/151_201_Simsala-ex.png,26.10.2025
Karmesin & Purpur,151,Turtok-ex,9,0009 Turtok,200,165,75.0,Special Illustration Rare,./img/151_200_Turtok-ex.png,26.10.2025
Karmesin & Purpur,151,Glurak-ex,6,0006 Glurak,199,165,205.0,Special Illustration Rare,./img/151_199_Glurak-ex.png,26.10.2025
Karmesin & Purpur,151,Bisaflor-ex,3,0003 Bisaflor,198,165,74.99,Special Illustration Rare,./img/151_198_Bisaflor-ex.png,26.10.2025
Karmesin & Purpur,151,Dragonir,148,0148 Dragonir,181,165,28.0,Illustration Rare,./img/151_181_Dragonir.png,26.10.2025
Karmesin & Purpur,151,Amonitas,138,0138 Amonitas,180,165,9.5,Illustration Rare,./img/151_180_Amonitas.png,26.10.2025
Karmesin & Purpur,151,Pantimos,122,0122 Pantimos,179,165,7.99,Illustration Rare,./img/151_179_Pantimos.png,26.10.2025
Karmesin & Purpur,151,Tangela,114,0114 Tangela,178,165,8.0,Illustration Rare,./img/151_178_Tangela.png,26.10.2025
Karmesin & Purpur,151,Maschock,67,0067 Maschock,177,165,11.95,Illustration Rare,./img/151_177_Maschock.png,26.10.2025
Karmesin & Purpur,151,Quaputzi,61,0061 Quaputzi,176,165,23.0,Illustration Rare,./img/151_176_Quaputzi.png,26.10.2025
Karmesin & Purpur,151,Enton,54,0054 Enton,175,165,24.0,Illustration Rare,./img/151_175_Enton.png,26.10.2025
Karmesin & Purpur,151,Nidoking,34,0034 Nidoking,174,165,11.0,Illustration Rare,./img/151_174_Nidoking.png,26.10.2025
Karmesin & Purpur,151,Pikachu,25,0025 Pikachu,173,165,34.95,Illustration Rare,./img/151_173_Pikachu.png,26.10.2025
Karmesin & Purpur,151,Raupy,10,0010 Raupy,172,165,12.5,Illustration Rare,./img/151_172_Raupy.png,26.10.2025
Karmesin & Purpur,151,Schillok,8,0008 Schillok,171,165,34.89,Illustration Rare,./img/151_171_Schillok.png,26.10.2025
Karmesin & Purpur,151,Schiggy,7,0007 Schiggy,170,165,48.5,Illustration Rare,./img/151_170_Schiggy.png,26.10.2025
Karmesin & Purpur,151,Glutexo,5,0005 Glutexo,169,165,36.99,Illustration Rare,./img/151_169_Glutexo.png,26.10.2025
Karmesin & Purpur,151,Glumanda,4,0004 Glumanda,168,165,50.0,Illustration Rare,./img/151_168_Glumanda.png,26.10.2025
Karmesin & Purpur,151,Bisaknosp,2,0002 Bisaknosp,167,165,30.0,Illustration Rare,./img/151_167_Bisaknosp.png,26.10.2025
Karmesin & Purpur,151,Bisasam,1,0001 Bisasam,166,165,39.0,Illustration Rare,./img/151_166_Bisasam.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Tauboss-ex,18,0018 Tauboss,225,197,14.0,Special Illustration Rare,./img/Obsidianflammen_225_Tauboss-ex.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Knattatox-ex,966,0966 Knattatox,224,197,3.2,Special Illustration Rare,./img/Obsidianflammen_224_Knattatox-ex.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Glurak-ex,6,0006 Glurak,223,197,70.0,Special Illustration Rare,./img/Obsidianflammen_223_Glurak-ex.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Kubuin-ex,875,0875 Kubuin,222,197,3.6,Special Illustration Rare,./img/Obsidianflammen_222_Kubuin-ex.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Ferkuli,915,0915 Ferkuli,209,197,3.29,Illustration Rare,./img/Obsidianflammen_209_Ferkuli.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Tauboga,17,0017 Tauboga,208,197,6.85,Illustration Rare,./img/Obsidianflammen_208_Tauboga.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Taubsi,16,0016 Taubsi,207,197,7.0,Illustration Rare,./img/Obsidianflammen_207_Taubsi.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Knattox,965,0965 Knattox,206,197,1.89,Illustration Rare,./img/Obsidianflammen_206_Knattox.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Scherox,212,0212 Scherox,205,197,7.49,Illustration Rare,./img/Obsidianflammen_205_Scherox.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Hunduster,228,0228 Hunduster,204,197,4.42,Illustration Rare,./img/Obsidianflammen_204_Hunduster.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Larvitar,246,0246 Larvitar,203,197,2.99,Illustration Rare,./img/Obsidianflammen_203_Larvitar.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Pii,173,0173 Pii,202,197,14.0,Illustration Rare,./img/Obsidianflammen_202_Pii.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Wampitz,939,0939 Wampitz,201,197,3.9,Illustration Rare,./img/Obsidianflammen_201_Wampitz.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Delfinator,964,0964 Delfinator,200,197,1.99,Illustration Rare,./img/Obsidianflammen_200_Delfinator.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Vulnona,38,0038 Vulnona,199,197,15.85,Illustration Rare,./img/Obsidianflammen_199_Vulnona.png,26.10.2025
Karmesin & Purpur,Obsidianflammen,Duflor,44,0044 Duflor,198,197,8.94,Illustration Rare,./img/Obsidianflammen_198_Duflor.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Krawalloro-ex,931,0931 Krawalloro,264,193,9.4,Special Illustration Rare,./img/EntwicklungeninPaldea_264_Krawalloro-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Dinglu-ex,1003,1003 Dinglu,263,193,7.5,Special Illustration Rare,./img/EntwicklungeninPaldea_263_Dinglu-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Granforgita-ex,959,0959 Granforgita,262,193,14.8,Special Illustration Rare,./img/EntwicklungeninPaldea_262_Granforgita-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Baojian-ex,1002,1002 Baojian,261,193,14.0,Special Illustration Rare,./img/EntwicklungeninPaldea_261_Baojian-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Bailonda-ex,914,0914 Bailonda,260,193,7.99,Special Illustration Rare,./img/EntwicklungeninPaldea_260_Bailonda-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Yuyu-ex,1004,1004 Yuyu,259,193,24.5,Special Illustration Rare,./img/EntwicklungeninPaldea_259_Yuyu-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Skelokrok-ex,911,0911 Skelokrok,258,193,15.0,Special Illustration Rare,./img/EntwicklungeninPaldea_258_Skelokrok-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Chongjian-ex,1001,1001 Chongjian,257,193,9.5,Special Illustration Rare,./img/EntwicklungeninPaldea_257_Chongjian-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Maskagato-ex,908,0908 Maskagato,256,193,15.99,Special Illustration Rare,./img/EntwicklungeninPaldea_256_Maskagato-ex.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Dummimisel,982,0982 Dummimisel,229,193,4.49,Illustration Rare,./img/EntwicklungeninPaldea_229_Dummimisel.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Farigiraf,981,0981 Farigiraf,228,193,5.49,Illustration Rare,./img/EntwicklungeninPaldea_228_Farigiraf.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Flaminkno,973,0973 Flaminkno,227,193,3.99,Illustration Rare,./img/EntwicklungeninPaldea_227_Flaminkno.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Famieps,925,0925 Famieps,226,193,22.2,Illustration Rare,./img/EntwicklungeninPaldea_226_Famieps.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Meikro,821,0821 Meikro,225,193,4.8,Illustration Rare,./img/EntwicklungeninPaldea_225_Meikro.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Schlurm,968,0968 Schlurm,224,193,3.2,Illustration Rare,./img/EntwicklungeninPaldea_224_Schlurm.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Affiti,945,0945 Affiti,223,193,3.95,Illustration Rare,./img/EntwicklungeninPaldea_223_Affiti.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Despotar,248,0248 Despotar,222,193,24.99,Illustration Rare,./img/EntwicklungeninPaldea_222_Despotar.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Paldea-Felino,194,0194 Felino,221,193,3.99,Illustration Rare,./img/EntwicklungeninPaldea_221_Paldea-Felino.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Geosali,932,0932 Geosali,220,193,3.35,Illustration Rare,./img/EntwicklungeninPaldea_220_Geosali.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Mogelbaum,185,0185 Mogelbaum,219,193,14.8,Illustration Rare,./img/EntwicklungeninPaldea_219_Mogelbaum.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Paldea-Tauros,128,0128 Tauros,218,193,10.0,Illustration Rare,./img/EntwicklungeninPaldea_218_Paldea-Tauros.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Tafforgita,958,0958 Tafforgita,217,193,7.4,Illustration Rare,./img/EntwicklungeninPaldea_217_Tafforgita.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Forgita,957,0957 Forgita,216,193,5.49,Illustration Rare,./img/EntwicklungeninPaldea_216_Forgita.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Skarabaks,954,0954 Skarabaks,215,193,3.99,Illustration Rare,./img/EntwicklungeninPaldea_215_Skarabaks.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Sankabuh,769,0769 Sankabuh,214,193,4.0,Illustration Rare,./img/EntwicklungeninPaldea_214_Sankabuh.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Hypnomorba,575,0575 Hypnomorba,213,193,3.9,Illustration Rare,./img/EntwicklungeninPaldea_213_Hypnomorba.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Traunmagil,429,0429 Traunmagil,212,193,15.0,Illustration Rare,./img/EntwicklungeninPaldea_212_Traunmagil.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Raichu,26,0026 Raichu,211,193,29.99,Illustration Rare,./img/EntwicklungeninPaldea_211_Raichu.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Espinodon,998,0998 Espinodon,210,193,10.0,Illustration Rare,./img/EntwicklungeninPaldea_210_Espinodon.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Cryospino,997,0997 Cryospino,209,193,7.5,Illustration Rare,./img/EntwicklungeninPaldea_209_Cryospino.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Frospino,996,0996 Frospino,208,193,8.0,Illustration Rare,./img/EntwicklungeninPaldea_208_Frospino.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Fuentente,913,0913 Fuentente,207,193,5.0,Illustration Rare,./img/EntwicklungeninPaldea_207_Fuentente.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Kwaks,912,0912 Kwaks,206,193,5.99,Illustration Rare,./img/EntwicklungeninPaldea_206_Kwaks.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Kubuin,875,0875 Kubuin,205,193,7.5,Illustration Rare,./img/EntwicklungeninPaldea_205_Kubuin.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Marill,183,0183 Marill,204,193,21.12,Illustration Rare,./img/EntwicklungeninPaldea_204_Marill.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Karpador,129,0129 Karpador,203,193,134.0,Illustration Rare,./img/EntwicklungeninPaldea_203_Karpador.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Lokroko,910,0910 Lokroko,202,193,6.99,Illustration Rare,./img/EntwicklungeninPaldea_202_Lokroko.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Krokel,909,0909 Krokel,201,193,14.99,Illustration Rare,./img/EntwicklungeninPaldea_201_Krokel.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Pyroleo,668,0668 Pyroleo,200,193,5.75,Illustration Rare,./img/EntwicklungeninPaldea_200_Pyroleo.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Dartignis,662,0662 Dartignis,199,193,7.0,Illustration Rare,./img/EntwicklungeninPaldea_199_Dartignis.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Weherba,946,0946 Weherba,198,193,4.0,Illustration Rare,./img/EntwicklungeninPaldea_198_Weherba.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Feliospa,907,0907 Feliospa,197,193,6.99,Illustration Rare,./img/EntwicklungeninPaldea_197_Feliospa.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Felori,906,0906 Felori,196,193,13.99,Illustration Rare,./img/EntwicklungeninPaldea_196_Felori.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Tropius,357,0357 Tropius,195,193,6.49,Illustration Rare,./img/EntwicklungeninPaldea_195_Tropius.png,26.10.2025
Karmesin & Purpur,Entwicklungen in Paldea,Skaraborn,214,0214 Skaraborn,194,193,13.0,Illustration Rare,./img/EntwicklungeninPaldea_194_Skaraborn.png,26.10.2025
Karmesin & Purpur,Karmesin & Purpur,Eisenrad-ex,990,0990 Eisenrad,248,198,3.9,Special Illustration Rare,./img/KarmesinundPurpur_248_Eisenrad-ex.png,26.10.2025
Karmesin & Purpur,Karmesin & Purpur,Koraidon-ex,1007,1007 Koraidon,247,198,18.0,Special Illustration Rare,./img/KarmesinundPurpur_247_Koraidon-ex.png,26.10.2025
Karmesin & Purpur,Karmesin & Purpur,Riesenzahn-ex,984,0984 Riesenzahn,246,198,8.85,Special Illustration Rare,./img/KarmesinundPurpur_246_Riesenzahn-ex.png,26.10.2025
